ID,SMILES,DATASET,HBA,HBD,LOGP,TPSA,MW,CSP3,HEAVY,RING,HETATOMS,ROTBONDS,CARBOALICYCLIC,HETEROALICYCLIC,CARBOAROMATIC,HETEROAROMATIC,AROMATIC,ACID_ATOMS,AROM_ATOMS,BASIC_ATOMS,BROMINE,CHLORINE,FLUORINE,IODINE,NITROGEN,OXYGEN,PHOSPHORUS,FRACROTBOND,CHIRALCENTERS,HALOGEN
82.0,O(C)[C@@]12[C@@](C)[C@](C)([C@@]34OC(=O)C[C@@]3([C@](C)[C@](O)C4)C1)CO2,NAPROC-13,5,1,1.4782,64.989998,296.36301,0.9375,21,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0.041666668,7,0
83.0,C(=C)(C)c1cc2c([C@]3(C)[C@](C(C)(C)CCC3)CC2)cc1,NAPROC-13,0,0,5.7498999,0.0,268.444,0.60000002,20,3,0,1,2,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0.045454547,2,0
84.0,Oc1c(C(C)C)c(O)c2c(c1O)[C@]13C(C(C)(C)CCC1)C=C2OC3,NAPROC-13,4,3,4.3755999,69.919998,330.42401,0.60000002,24,5,4,1,2,2,1,0,1,0,6,0,0,0,0,0,0,4,0,0.037037037,2,0
85.0,O=C1C2C(C)(C)CCC[C@]2(C)c2c(cc(C(C)C)c(O)c2)C1,NAPROC-13,2,1,4.7248001,37.299999,300.44199,0.64999998,22,3,2,1,2,0,1,0,1,0,6,0,0,0,0,0,0,2,0,0.041666668,2,0
86.0,Oc1c(O)c2[C@]3(C)C(C(C)(C)CCC3)=CCc2cc1C(C)C,NAPROC-13,2,2,5.1715002,40.459999,300.44199,0.60000002,22,3,2,1,2,0,1,0,1,0,6,0,0,0,0,0,0,2,0,0.041666668,1,0
87.0,O(C)c1c(C(C)C)c(O)cc2[C@]3(C)[C@](C(C)(C)C(=O)CC3)CCc12,NAPROC-13,3,1,4.7333999,46.529999,330.46799,0.66666669,24,3,3,2,2,0,1,0,1,0,6,0,0,0,0,0,0,3,0,0.07692308,2,0
88.0,O=C(Oc1c(C(C)C)c(OC)c2c([C@]3(C)[C@](C(C)(C)C(=O)CC3)CC2)c1)C,NAPROC-13,4,0,4.9531002,52.599998,372.505,0.65217394,27,3,4,3,2,0,1,0,1,0,6,0,0,0,0,0,0,4,0,0.13793103,2,0
89.0,O(C)c1c(C(C)C)cc(O)c2[C@]3(C)[C@](C(C)(C)C(=O)CC3)CCc12,NAPROC-13,3,1,4.7333999,46.529999,330.46799,0.66666669,24,3,3,2,2,0,1,0,1,0,6,0,0,0,0,0,0,3,0,0.07692308,2,0
90.0,O(C)c1c(C(C)C)c(O)c2c([C@]3(C)[C@]([C@](CO)(C)C(=O)CC3)CC2)c1,NAPROC-13,4,2,3.7058001,66.760002,346.46701,0.66666669,25,3,4,3,2,0,1,0,1,0,6,0,0,0,0,0,0,4,0,0.11111111,3,0
91.0,O=C(OC[C@@]1(C)C(=O)CC[C@]2(C)c3c(c(OC(=O)C)c(C(C)C)c(OC)c3)CC[C@@]12)C,NAPROC-13,6,0,4.4963002,78.900002,430.54099,0.63999999,31,3,6,5,2,0,1,0,1,0,6,0,0,0,0,0,0,6,0,0.21212122,3,0
92.0,O=C1[C@@](CO)(C)[C@]2[C@@](C)(c3c(c(O)c(C(C)C)cc3)CC2)CC1,NAPROC-13,3,2,3.6972001,57.529999,316.44101,0.64999998,23,3,3,2,2,0,1,0,1,0,6,0,0,0,0,0,0,3,0,0.079999998,3,0
93.0,O(C)c1c(C(C)C)c(O)c2c([C@]3(C)[C@](C(C)(C)C(=O)CC3)CC2)c1,NAPROC-13,3,1,4.7333999,46.529999,330.46799,0.66666669,24,3,3,2,2,0,1,0,1,0,6,0,0,0,0,0,0,3,0,0.07692308,2,0
94.0,O=C(OC[C@]1(C)[C@]2(C)C(=C3C(O)=C(O)C(=C(C)C)C=C3CC2)C=CC1)c1cc(O)c(O)cc1,NAPROC-13,6,4,3.6259,107.22,450.53101,0.37037036,33,4,6,3,2,0,2,0,2,0,6,0,0,0,0,0,0,6,0,0.11111111,2,0
95.0,O=C(Oc1c(O)c2[C@]3(C)C([C@](COC(=O)c4cc(O)c(O)cc4)(C)CCC3)CCc2cc1C(C)C)C=C(C)C,NAPROC-13,7,3,6.6657,113.29,536.66498,0.5,39,4,7,6,2,0,2,0,2,0,12,0,0,0,0,0,0,7,0,0.19047619,3,0
96.0,OC=1C(=C(C)C)C=C(O)C2=C(C)C=3C(C(C)(C)CCC=3)=CC=12,NAPROC-13,2,2,3.60182,40.459999,296.41,0.40000001,22,3,2,0,1,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0.0,0,0
97.0,OC=1C(=C(C)C)C=C(O)C2=C(CCCC(=C)C)C(=C)C=CC=12,NAPROC-13,2,2,3.7506001,40.459999,296.41,0.30000001,22,2,2,4,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0.17391305,0,0
98.0,O[C@@]1(C)[C@]2[C@@](C)([C@@]3C(=C[C@@](C=C)(C)CC3)CC2)CCC1,NAPROC-13,1,1,4.8663001,20.23,274.448,0.78947371,20,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.045454547,5,0
99.0,O[C@@]1(C)[C@]2[C@@](C)(c3c(cc(C(C)C)cc3)CC2)CCC1,NAPROC-13,1,1,4.5650001,20.23,272.43201,0.68421054,20,3,1,1,2,0,1,0,1,0,6,0,0,0,0,0,0,1,0,0.045454547,3,0
101.0,O=CO[C@]1(C)C2[C@@](C)(c3c(cc(C(C)C)cc3)CC2)CCC1,NAPROC-13,2,0,4.7456999,26.299999,300.44199,0.64999998,22,3,2,3,2,0,1,0,1,0,6,0,0,0,0,0,0,2,0,0.125,3,0
102.0,O(O)[C@@]1(C)[C@]2[C@@](C)(c3c(cc(C(C)C)cc3)CC2)CCC1,NAPROC-13,2,1,5.0623002,29.459999,288.431,0.68421054,21,3,2,2,2,0,1,0,1,0,6,0,0,0,0,0,0,2,0,0.086956523,3,0
104.0,O=C1c2c([C@]3(C)[C@]([C@@](O)(C)CCC3)C1)ccc(C(C)C)c2,NAPROC-13,2,1,4.2052002,37.299999,286.41501,0.63157892,21,3,2,1,2,0,1,0,1,0,6,0,0,0,0,0,0,2,0,0.043478262,3,0
106.0,O(O)[C@]1(C)[C@]2[C@@](C)(c3c(C(=O)C2)cc(C(C)C)cc3)CCC1,NAPROC-13,3,1,4.7024999,46.529999,302.414,0.63157892,22,3,3,2,2,0,1,0,1,0,6,0,0,0,0,0,0,3,0,0.083333336,3,0
107.0,O(O)[C@]1(C)C2[C@@](C)(c3c([C@](O)C2)cc(C(C)C)cc3)CCC1,NAPROC-13,3,2,4.5531998,49.689999,304.42999,0.68421054,22,3,3,2,2,0,1,0,1,0,6,0,0,0,0,0,0,3,0,0.083333336,4,0
108.0,O[C@]1(C)[C@]2[C@@](C)([C@@]3C(C=C(C(C)C)CC3)=CC2)CCC1,NAPROC-13,1,1,4.8663001,20.23,274.448,0.78947371,20,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.045454547,4,0
109.0,O=C1C2[C@](O)(C)CCC[C@]2(C)C2=C(C3[C@](C(C)C)(O3)CC2)C1,NAPROC-13,3,1,3.4006,49.830002,304.42999,0.84210527,22,4,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0.039999999,5,0
110.0,O=C(OC=1c2c(O)c(C(C)C)c(O)c(O)c2[C@@]23C([C@@](C)(C(=O)OC2)CCC3)C=1)[C@]12[C@](C=3[C@](C)([C@@]4(C)[C@@]([C@]5(C)[C@](C(C)(C)[C@@](O)CC5)CC4)CC=3)CC1)CC(C)(C)CC2,NAPROC-13,8,4,10.5881,133.52,799.10199,0.75999999,58,9,8,3,7,1,1,0,1,0,6,0,0,0,0,0,0,8,0,0.060606062,11,0
111.0,O=C1c2c(cc(O)c(C(C)C)c2)C=2[C@](C(C)(C)CCC=2)C1,NAPROC-13,2,1,4.9215999,37.299999,284.39899,0.52631581,21,3,2,1,2,0,1,0,1,0,6,0,0,0,0,0,0,2,0,0.043478262,1,0
112.0,Oc1c(C(C)C)cc2c(c1)C=1[C@](C(C)(C)CCC=1)CC2,NAPROC-13,1,1,5.2814002,20.23,270.41599,0.57894737,20,3,1,1,2,0,1,0,1,0,6,0,0,0,0,0,0,1,0,0.045454547,1,0
113.0,O=C1C2C(C)(C)CCC[C@]2(C)c2c(O)c(O)c(C(C)C)cc2C1,NAPROC-13,3,2,4.4303999,57.529999,316.44101,0.64999998,23,3,3,1,2,0,1,0,1,0,6,0,0,0,0,0,0,3,0,0.039999999,2,0
114.0,Oc1c(C(C)C)cc2c(c1)C1[C@](C(C)(C)CCC1)CC2,NAPROC-13,1,1,5.3716998,20.23,272.43201,0.68421054,20,3,1,1,2,0,1,0,1,0,6,0,0,0,0,0,0,1,0,0.045454547,2,0
115.0,O=C(O)[C@@]1(C)[C@]2[C@@](C)([C@@]3C(=C[C@@](C=C)(C)CC3)CC2)CCC1,NAPROC-13,1,1,5.2062001,37.299999,302.45801,0.75,22,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.083333336,5,0
116.0,O=C(O)[C@@]1(C)[C@]2[C@@](C)([C@@]3C(=C[C@@](O)(C(C)C)[C@@](O)C3)CC2)CCC1,NAPROC-13,3,3,3.3717999,77.760002,336.47198,0.85000002,24,3,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.07692308,6,0
117.0,O=C(O)[C@@]1(C)[C@]2[C@@](C)([C@@]3(O)[C@](O)C[C@](C(C)C)C=C3[C@](O)C2)CCC1,NAPROC-13,4,4,2.3426001,97.989998,352.47101,0.85000002,25,3,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.074074075,7,0
118.0,O[C@@]12[C@]3(C)[C@](C(C)(C)CCC3)CC=C1C[C@@](O)(C(C)C)C[C@]2O,NAPROC-13,3,3,3.4219999,60.689999,322.48901,0.89999998,23,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.039999999,5,0
119.0,O[C@@]1(C(C)C)CC=2[C@](O)C[C@]3C(C)(C)CCC[C@]3(C)C=2CC1,NAPROC-13,2,2,4.4512,40.459999,306.48999,0.89999998,22,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.041666668,4,0
120.0,OC[C@@]1(C)C2[C@@](C)(C3C([C@](O)C2)=C[C@](C=C)(C)CC3)CCC1,NAPROC-13,2,2,4.0847001,40.459999,304.474,0.80000001,22,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.083333336,6,0
121.0,O=C(O[C@@]1C(C)(C)[C@@]2[C@](C)([C@]3[C@@]4(OC4c4c(C)c(O)oc4C3)CC2)CC1)C,NAPROC-13,5,1,4.4440198,72.199997,374.47699,0.77272725,27,5,5,1,3,1,0,1,1,0,5,0,0,0,0,0,0,5,0,0.064516127,6,0
122.0,O=C(O[C@@]1C(C)(C)[C@@]2[C@](C)([C@]3[C@@]4(OC4c4c(C)c(O)oc4C3)C[C@]2OC(=O)C)CC1)C,NAPROC-13,7,1,3.98562,98.5,432.513,0.75,31,5,7,2,3,1,0,1,1,0,5,0,0,0,0,0,0,7,0,0.11428571,7,0
123.0,O=C1C(C)(C)[C@@]2[C@@](C)(C=C1)[C@]1[C@@]3(OC3c3c(C)c(O)oc3C1)CC2,NAPROC-13,4,1,3.85742,62.970001,328.40799,0.64999998,24,5,4,0,3,1,0,1,1,0,5,0,0,0,0,0,0,4,0,0.0,5,0
124.0,O=C(OC1[C@@]2(O)[C@]([C@]3(C)C=CC(=O)C(C)(C)[C@]3CC2)Cc2oc(O)c(C)c12)C,NAPROC-13,6,2,3.3826201,96.970001,388.45999,0.63636363,28,4,6,1,3,0,0,1,1,0,5,0,0,0,0,0,0,6,0,0.064516127,5,0
125.0,O=C1[C@]2(C)[C@]3[C@](O)(C(O)c4c(C)c(O)oc4C3)CC[C@@]2C(C)(C)[C@@](O)C1,NAPROC-13,6,4,2.0066199,111.13,364.43799,0.75,26,4,6,0,3,0,0,1,1,0,5,0,0,0,0,0,0,6,0,0.0,6,0
126.0,O(C)c1c(O)c2c([C@](O)C[C@]3C(C)(C)[C@]4(O)OC[C@@]23CC4)cc1C(C)C,NAPROC-13,5,3,3.3541,79.150002,362.466,0.71428573,26,5,5,2,2,2,1,0,1,0,6,0,0,0,0,0,0,5,0,0.068965517,4,0
127.0,O=C1c2c([C@]3(C)[C@]([C@@](O)(C)CCC3)C1)ccc(C(O)(C)C)c2,NAPROC-13,3,2,3.3092,57.529999,302.414,0.63157892,22,3,3,1,2,0,1,0,1,0,6,0,0,0,0,0,0,3,0,0.041666668,3,0
129.0,OC(C)(C)c1cc2c([C@]3(C)[C@]([C@@](O)(C)CCC3)CC2)cc1,NAPROC-13,2,2,3.6689999,40.459999,288.431,0.68421054,21,3,2,1,2,0,1,0,1,0,6,0,0,0,0,0,0,2,0,0.043478262,3,0
130.0,O[C@@]1(C)[C@]2[C@@](C)(c3c([C@](O)C2)cc(C(C)C)cc3)CCC1,NAPROC-13,2,2,4.0559001,40.459999,288.431,0.68421054,21,3,2,1,2,0,1,0,1,0,6,0,0,0,0,0,0,2,0,0.043478262,4,0
131.0,O=C(O[C@]1c2c([C@]3(C)[C@]([C@@](O)(C)CCC3)C1)ccc(C(C)C)c2)C,NAPROC-13,3,1,4.6266999,46.529999,330.46799,0.66666669,24,3,3,2,2,0,1,0,1,0,6,0,0,0,0,0,0,3,0,0.11538462,4,0
132.0,O=C1c2c(O)c(C(C)C)cc(O)c2[C@]2(C)C(C(C)(C)CCC2)C1,NAPROC-13,3,2,4.8916001,57.529999,316.44101,0.64999998,23,3,3,1,2,0,1,0,1,0,6,0,0,0,0,0,0,3,0,0.039999999,2,0
133.0,O=C1OC(=O)C2C(C)(C)CCC[C@]2(C)c2c1cc(C(C)C)c(O)c2,NAPROC-13,4,1,4.2965999,63.599998,330.42401,0.60000002,24,3,4,1,1,1,1,0,1,0,6,0,0,0,0,0,0,4,0,0.03846154,2,0
134.0,C(=C)[C@]1(C)C=C2[C@@]([C@]3(C)[C@](C4(COC(C)(C)OC4)CCC3)CC2)CC1,NAPROC-13,2,0,5.8846002,18.459999,344.539,0.82608694,25,4,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0.035714287,4,0
135.0,O=C(O)[C@]1(C)[C@]2[C@@](C)(C3=C(C=C(C(=C)C)CC3)CC2)CCC1,NAPROC-13,1,1,5.2704,37.299999,300.44199,0.64999998,22,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.083333336,3,0
136.0,O=C[C@]1(C)[C@]2[C@@](C)(C3=C(C=C(C(=C)C)CC3)CC2)CCC1,NAPROC-13,1,0,5.3846998,17.07,284.44299,0.64999998,21,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.086956523,3,0
137.0,O=C(O)[C@]1(C)[C@]2[C@@](C)(C3=C(C=C(C(C)C)CC3)CC2)CCC1,NAPROC-13,1,1,5.3502998,37.299999,302.45801,0.75,22,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.083333336,3,0
138.0,O=C(O)[C@]1(C)[C@]2[C@@](C)([C@]34OO[C@](C(=C)C)(C=C3CC2)CC4)CCC1,NAPROC-13,3,1,4.4131999,55.759998,332.44,0.75,24,5,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0.074074075,5,0
140.0,O=C(O)[C@]1(C)[C@]2[C@@](C)([C@]34OO[C@](C(C)C)(C=C3CC2)CC4)CCC1,NAPROC-13,3,1,4.4931002,55.759998,334.45599,0.85000002,24,5,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0.074074075,5,0
141.0,O=C(O)[C@]1(C)[C@]2[C@@](C)([C@]34OO[C@](C(O)(C)C)(C=C3CC2)CC4)CCC1,NAPROC-13,4,2,3.608,75.989998,350.45499,0.85000002,25,5,5,2,3,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0.071428575,5,0
142.0,O=C(O)[C@]1(C)[C@]2[C@@](C)(c3c(cc(C(=C)C)cc3)CC2)CCC1,NAPROC-13,1,1,4.8146,37.299999,298.42599,0.55000001,22,3,2,2,2,0,1,0,1,0,6,0,0,0,0,0,0,2,0,0.083333336,3,0
143.0,O=C(O)[C@]1(C)[C@]2[C@@](C)(c3c(cc(C(O)(C)C)cc3)CC2)CCC1,NAPROC-13,2,2,4.0089002,57.529999,316.44101,0.64999998,23,3,3,2,2,0,1,0,1,0,6,0,0,0,0,0,0,3,0,0.079999998,3,0
144.0,OC(C)(C)c1cc2c([C@]3(C)[C@]([C@](CO)(C)CCC3)CC2)cc1,NAPROC-13,2,2,3.9166,40.459999,302.45801,0.69999999,22,3,2,2,2,0,1,0,1,0,6,0,0,0,0,0,0,2,0,0.083333336,3,0
145.0,O=C(C)c1cc2c([C@]3(C)[C@]([C@](C(=O)O)(C)CCC3)CC2)cc1,NAPROC-13,2,1,3.9841001,54.369999,300.39801,0.57894737,22,3,3,2,2,0,1,0,1,0,6,0,0,0,0,0,0,3,0,0.083333336,3,0
146.0,O=C(O)[C@]1(C)[C@]2[C@@](C)([C@]3(O)C(=CC(=C(C=O)C)CC3)CC2)CCC1,NAPROC-13,3,2,3.6442001,74.599998,332.44,0.69999999,24,3,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.07692308,4,0
148.0,O=C(O)[C@]1(C)[C@]2[C@@](C)([C@]3(OO)C(C(=O)C=C(C(=C)C)CC3)C2)CCC1,NAPROC-13,4,2,3.9974,83.830002,348.439,0.69999999,25,3,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.11111111,5,0
149.0,O=C(OCC=C(CCC=C(C)C)C)c1ccccc1,NAPROC-13,2,0,4.5360999,26.299999,258.36099,0.35294119,19,1,2,6,0,0,1,0,1,0,6,0,0,0,0,0,0,2,0,0.36842105,0,0
150.0,O(C)c1c(O)cc(CCO[C@]2[C@](O)[C@@](O[C@]3[C@](O)[C@](O)[C@@](O)[C@](C)O3)[C@](O)[C@@](CO)O2)cc1,NAPROC-13,12,7,-2.3884001,187.75999,476.47501,0.71428573,33,3,12,8,0,2,1,0,1,0,6,0,0,0,0,0,0,12,0,0.22857143,10,0
151.0,O(C[C@]1(C)[C@]2[C@@](C)(c3c(O)c(O[C@]4[C@](O)[C@@](O)[C@](O)[C@@](CO)O4)c(C(CO)C)cc3CC2)CCC1)[C@]1[C@](O)[C@@](O)[C@](O)[C@@](CO)O1,NAPROC-13,14,10,-1.5065,239.22,658.73798,0.8125,46,5,14,9,2,2,1,0,1,0,6,0,0,0,0,0,0,14,0,0.18000001,14,0
152.0,OCC(C)c1c(O)c(O)c2[C@]3(C)[C@]([C@](CO)(C)CCC3)CCc2c1,NAPROC-13,4,4,3.1961999,80.919998,334.45599,0.69999999,24,3,4,3,2,0,1,0,1,0,6,0,0,0,0,0,0,4,0,0.11538462,4,0
153.0,O(c1c(O)c2[C@]3(C)[C@]([C@](CO)(C)CCC3)CCc2cc1C(CO)C)[C@]1[C@](O)[C@@](O)[C@](O)[C@@](CO)O1,NAPROC-13,9,7,0.66930002,160.07001,496.59698,0.76923078,35,4,9,6,2,1,1,0,1,0,6,0,0,0,0,0,0,9,0,0.15789473,9,0
154.0,O=C[C@@]1(C)[C@]2[C@@](C)(c3c([C@](O)C2)cc(C(O)(C)C)cc3)CCC1,NAPROC-13,3,2,3.6141,57.529999,316.44101,0.64999998,23,3,3,2,2,0,1,0,1,0,6,0,0,0,0,0,0,3,0,0.079999998,4,0
155.0,O=C(O[C@]1c2c([C@]3(C)[C@]([C@@](C=O)(C)CCC3)C1)ccc(C(O)(C)C)c2)C,NAPROC-13,4,1,4.1848998,63.599998,358.478,0.63636363,26,3,4,3,2,0,1,0,1,0,6,0,0,0,0,0,0,4,0,0.14285715,4,0
156.0,O=C1c2c([C@]3(C)[C@]([C@@](CO)(C)CCC3)C1)ccc(C(O)(C)C)c2,NAPROC-13,3,2,3.5567999,57.529999,316.44101,0.64999998,23,3,3,2,2,0,1,0,1,0,6,0,0,0,0,0,0,3,0,0.079999998,3,0
157.0,O=C(OC[C@@]1(C)[C@]2[C@@](C)(c3c(C(=O)C2)cc(C(O)(C)C)cc3)CCC1)C,NAPROC-13,4,1,4.1276002,63.599998,358.478,0.63636363,26,3,4,3,2,0,1,0,1,0,6,0,0,0,0,0,0,4,0,0.14285715,3,0
158.0,O=C(OC(C)(C)c1cc2C(=O)C[C@]3[C@@](COC(=O)C)(C)CCC[C@]3(C)c2cc1)C,NAPROC-13,5,0,4.6984,69.669998,400.51501,0.625,29,3,5,4,2,0,1,0,1,0,6,0,0,0,0,0,0,5,0,0.19354838,3,0
159.0,O=Cc1c(C(C)C)c(O)c(O)c2[C@]3(C)C(C(C)(C)CCC3)C(O)c12,NAPROC-13,4,3,4.1647,77.760002,332.44,0.64999998,24,3,4,2,2,0,1,0,1,0,6,0,0,0,0,0,0,4,0,0.07692308,3,0
160.0,O=Cc1c(C(C)C)c(O)c(O)c2[C@]3(C)C(C(C)(C)CCC3)=Cc12,NAPROC-13,3,2,4.8985,57.529999,314.42499,0.55000001,23,3,3,2,2,0,1,0,1,0,6,0,0,0,0,0,0,3,0,0.079999998,1,0
161.0,Oc1c(C(=C)C)c(O)c2c(c1O)[C@]1(C)C(C(C)(C)CCC1)=C2,NAPROC-13,3,3,4.7013001,60.689999,300.39801,0.47368422,22,3,3,1,2,0,1,0,1,0,6,0,0,0,0,0,0,3,0,0.041666668,1,0
162.0,O=C1c2c(c(O)c(O)c(C(C)C)c2)[C@]2(C)C(C(C)(C)CCC2)C1,NAPROC-13,3,2,4.8916001,57.529999,316.44101,0.64999998,23,3,3,1,2,0,1,0,1,0,6,0,0,0,0,0,0,3,0,0.039999999,2,0
163.0,O=C1C2C(C)(C)CCC[C@]2(C)c2c(O)cc(C(=C)C)c(O)c2C1,NAPROC-13,3,2,4.3400998,57.529999,314.42499,0.55000001,23,3,3,1,2,0,1,0,1,0,6,0,0,0,0,0,0,3,0,0.039999999,2,0
164.0,O(C)C1(OC)C(=O)C2C(C)(C)CCC[C@]2(C)c2c(O)cc(C(=C)C)c(O)c12,NAPROC-13,5,2,4.2431998,75.989998,374.47699,0.59090906,27,3,5,3,2,0,1,0,1,0,6,0,0,0,0,0,0,5,0,0.10344828,2,0
165.0,O=CC1C(O)O[C@@]2(O)[C@](O)C3[C@@]4(C)[C@@](C(C)(C)CCC4)CC(=O)C3=CC12,NAPROC-13,6,3,1.1774,104.06,364.43799,0.80000001,26,4,6,1,3,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0.034482758,8,0
166.0,O=C(OCC1=C(O)OC=2C1=C1O[C@]31C([C@@]1(C)[C@@](C(C)(C)CCC1)CC3)C=2)C,NAPROC-13,5,1,2.9621999,72.199997,372.461,0.68181819,27,5,5,2,3,1,0,1,1,0,0,0,0,0,0,0,0,5,0,0.096774191,4,0
167.0,OCc1c(O)oc2c1[C@]1O[C@]31C([C@@]1(C)[C@@](C(C)(C)CCC1)CC3)=C2,NAPROC-13,4,2,4.3109999,66.129997,330.42401,0.69999999,24,5,4,1,3,1,0,1,1,0,5,0,0,0,0,0,0,4,0,0.035714287,4,0
168.0,O=C1C(C)=C2[C@]3(O1)O[C@@]3[C@]1[C@@]3(C)[C@@](C(C)(C)CCC3)CC[C@@]31OC23,NAPROC-13,4,0,3.3485999,51.360001,330.42401,0.85000002,24,6,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,7,0
169.0,O=C1C(CO)C2=C3O[C@]43[C@]([C@@]3(C)[C@@](C(C)(C)CCC3)CC4)[C@]3O[C@@]23O1,NAPROC-13,5,1,2.5260999,71.589996,346.423,0.85000002,25,6,5,1,3,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0.033333335,7,0
170.0,O(C)c1c(C(C)C)cc2c(c1)[C@@]13C(=O)CCC(C)(C)[C@@]1C[C@]2OC3,NAPROC-13,3,0,4.5366998,35.529999,328.452,0.66666669,24,5,3,2,2,2,1,0,1,0,6,0,0,0,0,0,0,3,0,0.074074075,3,0
171.0,O(C)C12C(C)(C)CCC[C@]1(C)c1c(O)c(O)c(C(=C)C)c(O)c1C=C2,NAPROC-13,4,3,4.7163,69.919998,344.45099,0.52380955,25,3,4,2,2,0,1,0,1,0,6,0,0,0,0,0,0,4,0,0.074074075,2,0
172.0,O(C)c1c(O)c2c([C@@]3(C)[C@](O)CCC(C)(C)[C@@]3C=C2)cc1,NAPROC-13,3,2,3.4823999,49.689999,288.38699,0.55555558,21,3,3,1,2,0,1,0,1,0,6,0,0,0,0,0,0,3,0,0.043478262,3,0
173.0,O(C)c1c(O)c2c([C@@]3(C)[C@](O)CCC(C)(C)[C@@]3CC2)cc1,NAPROC-13,3,2,3.4017999,49.689999,290.40302,0.66666669,21,3,3,1,2,0,1,0,1,0,6,0,0,0,0,0,0,3,0,0.043478262,3,0
174.0,O(C)c1c(O)cc2c([C@]3(C)[C@](C(C)(C)C(=O)CC3)CC2)c1,NAPROC-13,3,1,3.6099999,46.529999,288.38699,0.6111111,21,3,3,1,2,0,1,0,1,0,6,0,0,0,0,0,0,3,0,0.043478262,2,0
175.0,O(C)c1c(O)c2c([C@@]3(C)C=CC(=O)C(C)(C)[C@@]3CC2)cc1,NAPROC-13,3,1,3.3859999,46.529999,286.371,0.5,21,3,3,1,2,0,1,0,1,0,6,0,0,0,0,0,0,3,0,0.043478262,2,0
176.0,O(C)c1c(O)c2c(c(O)c1)[C@]1(C)[C@](C(C)(C)CCC1)C=C2,NAPROC-13,3,2,4.2171998,49.689999,288.38699,0.55555558,21,3,3,1,2,0,1,0,1,0,6,0,0,0,0,0,0,3,0,0.043478262,2,0
177.0,C(=C)[C@@]1(C)O[C@@]2(C)C([C@]3(C)C(C(=C)[C@](C)CC3)CC2)CC1,NAPROC-13,1,0,5.5187998,9.2299995,288.47501,0.80000001,21,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.043478262,6,0
178.0,O=C1c2c([C@]3(C)[C@](C(=C)CCC3)C1)ccc(C(C)C)c2,NAPROC-13,1,0,5.0103998,17.07,268.39999,0.52631581,20,3,1,1,2,0,1,0,1,0,6,0,0,0,0,0,0,1,0,0.045454547,2,0
179.0,O=C(O)[C@@]1(C)[C@]2[C@@](C)(c3c(cc(C(C)C)c(O)c3)CC2)CCC1,NAPROC-13,2,2,4.6104999,57.529999,316.44101,0.64999998,23,3,3,2,2,0,1,0,1,0,6,0,0,0,0,0,0,3,0,0.079999998,3,0
180.0,Oc1c(C(C)C)ccc2[C@]3(C)[C@](C(C)(C)CCC3)C=Cc12,NAPROC-13,1,1,5.6264,20.23,284.44299,0.60000002,21,3,1,1,2,0,1,0,1,0,6,0,0,0,0,0,0,1,0,0.043478262,2,0
181.0,O=C1C(=O)C=2[C@@](C)COC=2c2c1c1c(C(C)(C)CCC1)cc2,NAPROC-13,3,0,3.4433,43.369999,296.366,0.47368422,22,4,3,0,2,1,1,0,1,0,6,0,0,0,0,0,0,3,0,0.0,1,0
182.0,O=C1C(=O)C=2[C@@](C)COC=2c2c1c1[C@](O)CCC(C)(C)c1cc2,NAPROC-13,4,1,2.9342,63.599998,312.36499,0.47368422,23,4,4,0,2,1,1,0,1,0,6,0,0,0,0,0,0,4,0,0.0,2,0
183.0,O=C1c2c3c(O)c(O)c4[C@@](C)COc4c3ccc2C(C)(C)C=C1,NAPROC-13,4,2,3.777,66.760002,310.349,0.31578946,23,4,4,0,1,1,2,0,2,0,10,0,0,0,0,0,0,4,0,0.0,1,0
